0	395312-765	0	1462	-1	173995at4751_1408657_1:000262|contig_86|-|68|1.435e-12|1|394548|395312|395312[395312]:394548[394548]:765[765]
0	1372311-1505	0	2523	-1	215926at4751_1392255_1:000dc3|contig_86|-|922|1.194e-269|2|1370807|1372311|1372311[1372311]:1372060[1372060]:252[252]|1371979[1371967]:1370807[1370807]:1173[1161]
0	750259+2207	0	2708	1	224693at4751_1245748_1:000d25|contig_86|+|892|1.283e-260|4|750259|752465|750259[750259]:750603[750603]:345[345]|751144[751144]:751224[751224]:81[81]|751306[751306]:751833[751833]:528[528]|751878[751884]:752465[752465]:588[582]
0	1010966+526	0	9187	1	464897at4751_1245748_1:000d32|contig_86|+|285|6.812e-78|2|1010966|1011491|1010966[1010966]:1011298[1011298]:333[333]|1011390[1011390]:1011491[1011491]:102[102]
0	2294215-6058	0	10035	-1	61438at4751_1509407_1:000301|contig_86|-|2026|0|9|2288158|2294215|2294215[2294215]:2294144[2294144]:72[72]|2294084[2294081]:2293989[2293989]:96[93]|2293938[2293932]:2293564[2293564]:375[369]|2293511[2293511]:2292852[2292852]:660[660]|2292823[2292778]:2291642[2291642]:1182[1137]|2291177[2291177]:2290956[2290956]:222[222]|2290881[2290881]:2290156[2290156]:726[726]|2289405[2289405]:2288296[2288296]:1110[1110]|2288235[2288235]:2288158[2288158]:78[78]
0	2277566-216	0	11083	-1	103836at4751_913774_1:003f76|contig_86|-|68|1.435e-12|1|2277351|2277566|2277566[2277566]:2277351[2277351]:216[216]
0	2008433+597	0	12462	1	173995at4751_4955_1:000c95|contig_86|+|41|0.0001926|1|2008433|2009029|2008433[2008433]:2009029[2009029]:597[597]
0	1727308+2502	0	12576	1	176748at4751_1392255_1:000fc8|contig_86|+|1536|0|3|1727308|1729809|1727308[1727308]:1727361[1727361]:54[54]|1727461[1727467]:1727922[1727922]:462[456]|1727965[1727974]:1729809[1729809]:1845[1836]
0	1084814-3584	0	14062	-1	234548at4751_330879_1:001891|contig_86|-|2270|0|5|1081231|1084814|1084814[1084814]:1084665[1084665]:150[150]|1084602[1084599]:1082818[1082818]:1785[1782]|1082778[1082766]:1081969[1081969]:810[798]|1081935[1081920]:1081594[1081594]:342[327]|1081548[1081545]:1081231[1081231]:318[315]
0	265711-1356	0	14337	-1	243015at4751_212818_1:001869|contig_86|-|55|1.175e-08|1|264356|265711|265711[265711]:264356[264356]:1356[1356]
0	1784954-2729	0	15915	-1	312080at4751_482145_1:001fce|contig_86|-|1042|8.986e-306|4|1782226|1784954|1784954[1784954]:1784718[1784718]:237[237]|1784671[1784659]:1784024[1784024]:648[636]|1783339[1783339]:1782830[1782830]:510[510]|1782768[1782768]:1782226[1782226]:543[543]
0	772455+2826	0	16188	1	321416at4751_1245748_1:000d18|contig_86|+|1694|0|5|772455|775280|772455[772455]:772544[772544]:90[90]|772607[772607]:772726[772726]:120[120]|772776[772779]:772838[772838]:63[60]|772918[772927]:774927[774927]:2010[2001]|774990[774990]:775280[775280]:291[291]
0	2554662-669	0	16764	-1	342642at4751_5627_1:00069e|contig_86|-|105|1.044e-23|1|2553994|2554662|2554662[2554662]:2553994[2553994]:669[669]
0	2204277-965	0	26094	-1	276205at4751_498019_1:0006b4|contig_86|-|209|5.147e-55|2|2203313|2204277|2204277[2204277]:2204107[2204107]:171[171]|2204059[2204050]:2203313[2203313]:747[738]
0	1549233+1561	0	26792	1	306594at4751_293939_1:00186e|contig_86|+|917|3.822e-268|4|1549233|1550793|1549233[1549233]:1549376[1549376]:144[144]|1549419[1549428]:1549538[1549538]:120[111]|1549602[1549605]:1550315[1550315]:714[711]|1550362[1550374]:1550793[1550793]:432[420]
0	1287911-1374	0	29990	-1	419048at4751_1509407_1:002422|contig_86|-|183|3.454e-47|1|1286538|1287911|1287911[1287911]:1286538[1286538]:1374[1374]
0	939505-4186	0	32135	-1	63838at4751_656916_1:000422|contig_86|-|1565|0|7|935320|939505|939505[939505]:939404[939404]:102[102]|939350[939350]:939090[939090]:261[261]|939022[939022]:938105[938105]:918[918]|938054[938051]:937953[937953]:102[99]|936777[936777]:936721[936721]:57[57]|936680[936662]:936516[936516]:165[147]|936450[936447]:935320[935320]:1131[1128]
0	1147223+1260	0	39373	1	361877at4751_1081103_1:001f15|contig_86|+|377|1.376e-105|1|1147223|1148482|1147223[1147223]:1148482[1148482]:1260[1260]
0	1774804+366	0	39533	1	366595at4751_546991_1:001913|contig_86|+|45|1.204e-05|1|1774804|1775169|1774804[1774804]:1775169[1775169]:366[366]
0	1037890+1013	0	41360	1	434500at4751_293939_1:001879|contig_86|+|507|1.011e-144|4|1037890|1038902|1037890[1037890]:1037970[1037970]:81[81]|1038041[1038056]:1038094[1038094]:54[39]|1038172[1038172]:1038432[1038432]:261[261]|1038525[1038525]:1038902[1038902]:378[378]
